StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q3_7_TEXT,Q4_1,Q5,Q6,Q7,Q7_7_TEXT,Q8,Q9_1,Q10_1,Q17,Q11,Q12,Q13_1,Q15,Q14,Q14_1_TEXT,Q14_2_TEXT,Q16,Q16_3_TEXT,Q_DataPolicyViolations
2/16/2026 22:57,2/16/2026 22:58,IP Address,24.242.116.69,100,21,True,2/16/2026 22:58,R_1j8qtqIsuSDrKDt,,,,,31.8378,-106.538,anonymous,EN,No,I didn't know it was there,,,,,,,,,,,,,,,,,,,,
2/17/2026 9:13,2/17/2026 9:18,IP Address,71.186.191.60,100,344,True,2/17/2026 9:18,R_1ELUaW0shzOjuMe,,,,,42.8354,-78.7573,anonymous,EN,Yes,,,3,A few times a week,Yes,,,Yes but it was not useful,8,7,,"InScribe isn't nearly as readily accessible as Slack was, so having a more convenient means to access it would be helpful. Also, importing the conversations and information contained in Slack would be helpful as well, since currently there is very little helpful information that can be found.","It's a bit disappointing, since it doesn't seem to offer any real advantage over Slack and has the disadvantages of not including the years of accumulated information of Slack and not being nearly as easily accessible. While the search feature is nice for specific inquiries, nothing I've wanted to find information on has been on InScribe (but is on Slack) and in terms of just browsing is inconvenient.",3,,I prefer Slack because...,The reasons mentioned above. InScribe seems to offer no advantage over Slack and has several downsides. If the conversation histories/information from Slack could be transferred to InScribe it would be much more helpful,,,,
2/17/2026 21:54,2/17/2026 22:04,IP Address,202.163.113.196,100,590,True,2/17/2026 22:04,R_8TRbiwkaGwtElQD,,,,,31.5826,74.3276,anonymous,EN,Yes,,,10,Multiple times per day,Yes,,,Yes and it was useful,10,10,,,,9,,I prefer InScribe because...,,,,,
2/18/2026 21:34,2/18/2026 21:34,IP Address,172.226.36.10,100,51,True,2/18/2026 21:34,R_3Nh5FEhEPOnJODD,,,,,37.3388,-121.8916,anonymous,EN,No,I didn't know it was there,,,,,,,,,,,NA,I do not like peer review.,5,,I prefer Slack because...,everyone is using it ,,,,
2/19/2026 5:24,2/19/2026 5:27,IP Address,31.153.66.136,100,175,True,2/19/2026 5:27,R_8oSZpZ9ouMB00Xy,,,,,34.6874,33.0366,anonymous,EN,No,I didn't know it was there,,,,,,,,,,,More user friendly,...,10,,I prefer Slack because...,,,,,
2/19/2026 14:57,2/19/2026 15:02,IP Address,24.45.138.118,100,266,True,2/19/2026 15:02,R_6IIQHStunVmvTjj,,,,,40.7041,-73.6184,anonymous,EN,Yes,,,7,A couple of times per month,No,Other,I wasn't sure how I can use it for help,,10,7,,"Not at the moment, I am new to InScribe",Not at the moment as it is new to me,8,,I prefer InScribe because...,,I want to see how this is compared to Slack,,,
2/20/2026 8:42,2/20/2026 8:44,IP Address,172.59.98.42,100,105,True,2/20/2026 8:44,R_5ziqjhX7yA12Jrz,,,,,43.0566,-87.9347,anonymous,EN,No,I didn't have time,,,,,,,,,,,,,,,,,,,,
2/20/2026 10:51,2/20/2026 10:53,IP Address,134.231.138.80,100,94,True,2/20/2026 10:53,R_9Va1mLwfjJCTjeq,,,,,13.0895,80.2739,anonymous,EN,Yes,,,9,Once a day,Yes,,,Yes and it was useful,9,8,,a standalone mobile application,None,9,,I prefer InScribe because...,,,,,
2/20/2026 15:14,2/20/2026 15:16,IP Address,209.165.171.13,100,101,True,2/20/2026 15:16,R_1NPR5SBEurBX38I,,,,,61.2115,-149.8736,anonymous,EN,No,"I wasn't sure how to use it,I didn't have time",,,,,,,,,,,"I just need to explore the website more I think, I'm glad it's available. I would appreciate study groups but students in different time zones and different paces it'd be hard!",Not really,5,,I prefer Slack because...,I just know slack from work so it's familiar but I don't have a preference.,,,,
2/20/2026 20:24,2/20/2026 20:25,IP Address,76.249.152.168,100,74,True,2/20/2026 20:25,R_5Mfls2kpLS6t6AW,,,,,42.2645,-88.0034,anonymous,EN,Yes,,,5,A couple of times per month,No,I didn't need help,,,7,9,,,,5,,I prefer Slack because...,"Comfort with use, user interface",,,,
2/21/2026 12:17,2/21/2026 12:20,IP Address,64.77.243.130,100,130,True,2/21/2026 12:20,R_1pnHud9FEoJgExz,,,,,40.3769,-111.7958,anonymous,EN,No,"I didn't need help,I wasn't sure how to use it",,,,,,,,,,,It seems like the chats are grouped into specializations rather than courses like Slack was. I much prefer seeing only chats related to a specific course.,,4,,I prefer Slack because...,"I loved Slack. It was easy to use, and all of the chats were grouped into specific courses. I found it easy to navigate and use.",,,,
2/21/2026 14:27,2/21/2026 14:28,IP Address,172.56.217.115,100,69,True,2/21/2026 14:28,R_7Ma0Fwy2O8N8vlw,,,,,40.3226,-76.4042,anonymous,EN,No,"I didn't know it was there,I didn't need help",,,,,,,,,,,,,,,I prefer Slack because...,it's more similar to discord and also haven't used InScribe,,,,
2/21/2026 15:17,2/21/2026 15:18,IP Address,94.156.150.162,100,48,True,2/21/2026 15:18,R_8qae3CfEeYwpo41,,,,,53.5544,9.9946,anonymous,EN,Yes,,,,Hardly ever,No,I didn't need help,,,10,,,,,1,,,,,,,
2/22/2026 11:22,2/22/2026 11:24,IP Address,92.203.237.86,100,133,True,2/22/2026 11:24,R_4atbl9MehjIOpS9,,,,,35.8722,139.6637,anonymous,EN,Yes,,,6,A couple of times per month,No,"I didn't need help,I wasn't sure how to use it",,,6,6,,None so far,None so far,6,,I prefer Slack because...,easy to use,,,,
2/22/2026 15:25,2/22/2026 15:25,IP Address,99.103.66.147,100,13,True,2/22/2026 15:25,R_36Ii7Tu6Q24ZLvX,,,,,30.6411,-97.7511,anonymous,EN,,,,,,,,,,,,,,,,,I prefer InScribe because...,,,,,
2/22/2026 19:16,2/22/2026 19:18,IP Address,73.200.78.33,100,96,True,2/22/2026 19:18,R_3C2vDucnsgRWvn4,,,,,38.9893,-77.1586,anonymous,EN,Yes,,,7,A few times a week,No,I was uncomfortable posting a question,,,2,10,,"Need to try using more, I liked Slack, but will try InScribe.","It looks like a great idea, I just need to engage more.",8,,I prefer Slack because...,"I am used to it, and use it for work as well. ",,,,
2/22/2026 21:05,2/22/2026 21:10,IP Address,97.113.231.0,100,315,True,2/22/2026 21:10,R_6JEhg5jFsvswgIB,,,,,47.54,-122.3032,anonymous,EN,Yes,,,1,A couple of times per month,No,"I wasn't sure how to use it,I was uncomfortable posting a question",,,10,10,,,"The platform feels very antiquated. The UI is old, features are not easy to find, and navigation is not intuitive. Currently there are many platforms that do a far better job of fostering community, centralize knowledge, and are user friendly. I think Slack did a much better job of being approachable, useful, and user friendly. ",1,,I prefer Slack because...,"It is user friendly, its searchable with multiple years worth of centralized knowledge. Modern UI and technology. Other platforms like Discord do a much better job of fomenting community, building searchable knowledge, and easy to use and navigate. ",,,,
2/23/2026 19:41,2/23/2026 19:44,IP Address,76.183.30.86,100,209,True,2/23/2026 19:44,R_5EZ0lBLt0Zkk7Ch,,,,,33.1371,-96.7488,anonymous,EN,Yes,,,10,A couple of times per month,No,I didn't know it was there,,,10,10,,keep increasing awareness about it.,no,10,,,,,,,
2/23/2026 20:00,2/23/2026 20:01,IP Address,73.3.177.113,100,84,True,2/23/2026 20:01,R_7Zlf0QlDh8GcAkF,,,,,38.8898,-104.7433,anonymous,EN,Yes,,,5,Once a month,No,I wasn't sure how to use it,,,4,2,,"It is difficult to use right now because no one seems to be using it, and it is incredibly hard to navigate",,2,,I prefer Slack because...,It is much easier to navigate,,,,
2/24/2026 8:39,2/24/2026 8:40,IP Address,204.57.18.118,100,14,True,2/24/2026 8:40,R_617SOFPaGMxeksR,,,,,39.5892,-105.1359,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,
2/24/2026 12:42,2/24/2026 12:43,IP Address,24.128.101.248,100,62,True,2/24/2026 12:43,R_3g6MN5v3Q1iDn03,,,,,39.997,-105.0974,anonymous,EN,Yes,,,1,Hardly ever,No,"I wasn't sure how to use it,Other",I don't understand the point,,1,1,,Maybe have some sort of introduction to tool?,,1,,,,,,,
2/24/2026 13:11,2/24/2026 13:12,IP Address,2.212.118.176,100,80,True,2/24/2026 13:12,R_2EAMxkY9sfwDfyO,,,,,49.5443,8.5782,anonymous,EN,Yes,,,7,A few times a week,No,I didn't need help,,,9,7,,,,8,,,,,,,
2/24/2026 19:14,2/24/2026 19:19,IP Address,24.218.87.51,100,289,True,2/24/2026 19:19,R_3cEpPpG4BJjKMyR,,,,,44.4376,-73.0682,anonymous,EN,Yes,,,10,Once a week,No,Other,STILL LEARNING,,10,10,,i am still learing it.,it is good place to interact with other students in different courses.,10,,,,,,,
2/25/2026 5:51,2/25/2026 5:52,IP Address,4.7.133.154,100,58,True,2/25/2026 5:52,R_3rJzt6wJE59QuGP,,,,,35.7299,-78.7748,anonymous,EN,No,"I didn't know it was there,I didn't need help",,,,,,,,,,,,,8,,I prefer Slack because...,Easy to use and ubiquitous,,,,
2/25/2026 13:26,2/25/2026 13:28,IP Address,86.70.70.241,100,86,True,2/25/2026 13:28,R_81AzeCMpzgTHa3X,,,,,50.6375,3.0542,anonymous,EN,Yes,,,4,Once a week,Yes,,,No,10,7,,,,6,,I prefer Slack because...,,,,,
2/25/2026 17:20,2/25/2026 17:25,IP Address,134.41.206.141,100,282,True,2/25/2026 17:25,R_7WGZRB9w1Yupbyt,,,,,45.5811,-62.6529,anonymous,EN,Yes,,,3,Once a week,No,Other,The structure there is not as good as Slack. Slack seems a lot more flexible.,,8,8,,Going back lo Slack,Lets go back to Slack please,1,,I prefer Slack because...,Better mobile UI. Better way to split courses rather than having a channel for the whole specialization. Slack is better to focus just on the channels you're interested on ,,,,
2/25/2026 22:35,2/25/2026 23:07,IP Address,75.71.115.25,100,1939,True,2/25/2026 23:07,R_3htgipB5DteWnjX,,,,,39.4436,-104.8536,anonymous,EN,Yes,,,3,A few times a week,Yes,,,Yes but it was not useful,10,9,,"Having the classes grouped by series name, and without class numbers, is really confusing, and I almost never remember which series name applies to the class I'm currently taking. Adding in the class numbers would help a lot.","I appreciate that the course facilitators are trying to prompt engagement in InScribe with occasional ""check in"" type posts, but these mostly just clog up the feed and push down the few posts from students who are actually seeking help.",1,,I prefer Slack because...,"I am extremely sad that we switched from Slack to InScribe. While there are a few extra features that I've appreciated about InScribe (such as the ability to reply to specific replies), the simplicity and lack of overhead of Slack is what made it useful and easy to engage with. It was easy to find class channels, it was easy to see new posts, the interface was simple, there were more reaction options which are fun and engaging. Community engagement plummeted when InScribe was launched, and it's not just because it's new. It's clunky, the layout is confusing, it tries to do too many things, it bombarded me with email notifications, the posts reorder themselves based on replies, and the website itself has a much higher overhead. And this doesn't even begin to touch on the years of help and advice stored within Slack. Often I could search for homework help within Slack and find multiple threads from prior years that immediately solved my issue and helped me learn. If the old Slack content becomes inaccessible, it would be devastating to my learning experience on this degree program. The InScribe experience could become better if more people start to use it, but by this point in the term I think it is clear that it's not popular to use because it's a bad user experience compared to the simplicity of Slack. In Slack I had the feeling of being part of a larger, active community, and InScribe makes me wonder if all of MSDS has only 20 students total.",,,,
2/26/2026 5:00,2/26/2026 5:05,IP Address,106.215.174.70,100,269,True,2/26/2026 5:05,R_4jdp93YMAHAOW1V,,,,,17.3843,78.4583,anonymous,EN,Yes,,,8,A few times a week,No,I was uncomfortable posting a question,,,7,10,,I think slack is more comfortable to use than this,Everything is good,9,,I prefer Slack because...,I'm used to it,,,,
2/26/2026 5:04,2/26/2026 5:06,IP Address,106.215.174.70,100,126,True,2/26/2026 5:06,R_4ElSTo5eWrlrWGA,,,,,17.3843,78.4583,anonymous,EN,Yes,,,8,A few times a week,No,I was uncomfortable posting a question,,,7,9,,Nothing,Everything is good,9,,I prefer Slack because...,I'm used to it,,,,
2/26/2026 9:00,2/26/2026 9:02,IP Address,190.150.36.79,100,88,True,2/26/2026 9:02,R_5gpXwM0Rkv2ji2m,,,,,13.6927,-89.1917,anonymous,EN,Yes,,,10,Once a week,No,"I didn't have time,It wasn't graded",,,8,7,,,,8,,I prefer Slack because...,is chat no post ,,,,
2/26/2026 21:13,2/26/2026 21:15,IP Address,24.8.137.70,100,96,True,2/26/2026 21:15,R_64cGzHqbdpEHivl,,,,,39.8693,-105.0036,anonymous,EN,No,I didn't need help,,,,,,,,,,,Does InScribe replace the Slack channel? Suppliment it? I wasn't sure.,,,,I prefer Slack because...,"I used Slack. The desktop app made it more ""real"" than a website i needed to remember where it was. ",,,,
2/27/2026 1:36,2/27/2026 1:37,IP Address,38.34.89.185,100,55,True,2/27/2026 1:37,R_1oEoCl8ng7LZOh3,,,,,49.2643,-123.0961,anonymous,EN,Yes,,,5,A couple of times per month,No,"I didn't know it was there,I didn't need help,I wasn't sure how to use it",,,9,8,,,,7,,I prefer Slack because...,,,,,
2/27/2026 11:06,2/27/2026 11:07,IP Address,136.53.141.211,100,99,True,2/27/2026 11:07,R_8viElavqx2VhZmK,,,,,34.7036,-86.6125,anonymous,EN,Yes,,,5,Once a month,No,"I wasn't sure how to use it,I didn't have time",,,4,4,,,"Seriously, I already have to use Slack for work.  It was SO MUCH BETTER.",3,,I prefer Slack because...,I use it for work and I know it.  I could switch between the systems easily.,,,,
2/27/2026 21:56,2/27/2026 21:59,IP Address,67.176.66.31,100,200,True,2/27/2026 21:59,R_61vo0XMYE2356Qm,,,,,39.7391,-104.9866,anonymous,EN,Yes,,,3,A couple of times per month,No,I wasn't sure how to use it,,,8,8,,,,,,I prefer Slack because...,I was just more familiar with the platform. ,,,,
2/28/2026 3:59,2/28/2026 4:03,IP Address,69.1.198.212,100,264,True,2/28/2026 4:03,R_6SJNfFM2WUIpgLy,,,,,35.7965,-78.7981,anonymous,EN,Yes,,,5,Once a week,No,"I didn't know it was there,I wasn't sure how to use it,I didn't have time,I was uncomfortable posting a question",,,4,10,,,Below,5,,I prefer Slack because...,"I just think its more intuitive. I like the design and nature or slack. It felt more structured and that structure made sense. Im assuming inscribe is new not just to the university but in general, I dont know how to explain it other than it just seems/feels new. As though there are alot of things that can be change (but that just me)",,,,
2/28/2026 12:02,2/28/2026 12:04,IP Address,172.127.41.19,100,166,True,2/28/2026 12:05,R_6bSCMIxhDWroGFb,,,,,35.4884,-97.5706,anonymous,EN,Yes,,,2,A couple of times per month,No,I wasn't sure how to use it,,,8,8,,Slack was much better organized and easier to navigate. It was also more widely used and the login process was simple. InScribe was difficult to navigate and figure out where the right channel was. The login process was confusing and misleading. ,Get rid of it. Keep using slack. ,1,,I prefer Slack because...,"Much better UI, easier to navigate, more participation, easier to find historical responses, easier to navigate across channels. ",,,,
2/28/2026 16:21,2/28/2026 16:23,IP Address,174.169.36.72,100,105,True,2/28/2026 16:23,R_1hsckXIJsTKqa88,,,,,42.5301,-71.7553,anonymous,EN,Yes,,,1,Hardly ever,No,"I didn't need help,I was uncomfortable posting a question",,,2,1,,It does not feel like a safe space to ask for help. The emails I get are just someone asking silly reflection questions about our general experience previously i just talked to students taking the same course as me. ,,1,,I prefer Slack because...,It was much better organized and clear where to find and post information,,,,
2/28/2026 22:22,2/28/2026 22:24,IP Address,23.16.241.190,100,113,True,2/28/2026 22:24,R_7Q5F3XDJXqIFOoY,,,,,49.2773,-123.0679,anonymous,EN,Yes,,,3,Once a month,No,I didn't need help,,,9,9,,I can't really answer this as I didn't use it much. Perhaps I can give better feedback when I am in a more hands-on or difficult course.,"While I got a lot of them, I did find it useful that I got email notifications about relevant posts that I could have read if I needed to. ",8,,I prefer Slack because...,only because I am very familiar with Slack. ,,,,
2/28/2026 23:33,2/28/2026 23:35,IP Address,173.40.194.183,100,145,True,2/28/2026 23:35,R_1pGWsPpkJXLWbyT,,,,,45.6714,-111.0436,anonymous,EN,Yes,,,1,A couple of times per month,Yes,,,No,10,8,,more awareness of platform and make it more fun.,"redit platforms are easier and more fun to go through
",1,,I prefer Slack because...,i just got used to using it lols,,,,
3/1/2026 3:33,3/1/2026 3:55,IP Address,94.34.193.75,100,1359,True,3/1/2026 3:55,R_85Xjg30F7O85zwZ,,,,,43.7825,11.2516,anonymous,EN,Yes,,,7,A few times a week,No,I wasn't sure how to use it,,,7,8,,,,6,,I prefer Slack because...,Inscribe seems a bit more chaotic,,,,
3/1/2026 8:50,3/1/2026 8:51,IP Address,136.226.59.9,100,63,True,3/1/2026 8:51,R_5wdAyiAFAY21J3g,,,,,25.7701,-80.1928,anonymous,EN,Yes,,,8,A few times a week,No,I didn't have time,,,9,10,,,,8,,I prefer Slack because...,More familiar platform,,,,
3/1/2026 13:20,3/1/2026 13:22,IP Address,172.225.24.11,100,130,True,3/1/2026 13:22,R_7mL3tzdBmjyJ8S5,,,,,41.8835,-87.6305,anonymous,EN,Yes,,,8,Hardly ever,No,I didn't need help,,,9,7,,I do not think there is anything to fix as I did not visit it very often. ,No other thoughts. ,7,,I prefer Slack because...,I have used it a lot more so I have been more comfortable with it. ,,,,
3/1/2026 16:47,3/1/2026 16:47,IP Address,24.8.85.192,100,38,True,3/1/2026 16:47,R_7fRF9onzFJqCtPP,,,,,39.7435,-105.0619,anonymous,EN,No,I wasn't sure how to use it,,,,,,,,,,,,,,,I prefer Slack because...,it's more familiar,,,,
3/1/2026 17:43,3/1/2026 17:45,IP Address,174.73.172.105,100,95,True,3/1/2026 17:45,R_6El8NWWPYmSSVOx,,,,,33.6262,-112.0074,anonymous,EN,Yes,,,8,A couple of times per month,No,I wasn't sure how to use it,,,5,1,,Everything was fine the way it was.,No,5,,,,,,,
3/1/2026 23:35,3/1/2026 23:37,IP Address,173.173.144.63,100,77,True,3/1/2026 23:37,R_6ZTBATYea3k1EnB,,,,,30.43,-97.8326,anonymous,EN,Yes,,,5,Once a month,No,"I didn't need help,I wasn't sure how to use it,I didn't have time",,,6,7,,,,4,,I prefer Slack because...,I was more familiar with it,,,,
3/2/2026 1:12,3/2/2026 1:12,IP Address,172.97.138.88,100,27,True,3/2/2026 1:12,R_6Lgat8JPzzfoDIZ,,,,,43.6654,-79.4208,anonymous,EN,No,"I didn't need help,I didn't have time",,,,,,,,,,,,,,,,,,,,
3/2/2026 7:47,3/2/2026 7:49,IP Address,68.32.21.45,100,123,True,3/2/2026 7:49,R_3tLFd4lWM1h9GLe,,,,,42.2886,-83.4641,anonymous,EN,Yes,,,5,A couple of times per month,No,I was uncomfortable posting a question,,,4,7,,,,5,,I prefer Slack because...,could browse through a lot of previously asked questions,,,,
3/2/2026 9:14,3/2/2026 9:21,IP Address,99.46.75.137,100,366,True,3/2/2026 9:21,R_3jYrcDzIRITPbnX,,,,,30.5875,-97.8535,anonymous,EN,,,,,,,,,,,,,,,,,I prefer Slack because...,"Slack was definitely more useful and flexible than Inscribe for me. Over the past two semesters, I relied on Slack to access resources, ask questions, and stay connected with classmates and instructors. The real-time communication and organized channels made it easy to find information quickly and get timely support. I found it much more efficient than Inscribe, and I hope Slack will be considered again in the future.",,,,
3/2/2026 9:41,3/2/2026 9:48,IP Address,99.46.75.137,100,432,True,3/2/2026 9:48,R_3kpP65iLf0NXXiW,,,,,30.5875,-97.8535,anonymous,EN,Yes,,,5,Less than once a month,No,I wasn't sure how to use it,,,8,7,,"Creating labeled threads for assignments, technical issues, and resources—along with pinned FAQs—would make it easier to find answers quickly.",,1,,I prefer Slack because...,"The real-time communication and organized channels made it easy to find information quickly and get timely support. I found it much more efficient than Inscribe, and I hope Slack will be considered again in the future.",,,,
3/2/2026 10:21,3/2/2026 10:26,IP Address,99.35.234.3,100,322,True,3/2/2026 10:26,R_6XiSdXyjOfWclR7,,,,,32.3904,-93.7117,anonymous,EN,Yes,,,10,Once a week,No,I didn't need help,,,10,10,,"The InScribe learning community could be better if the expectations were clearer, the discussion topics connected more directly to what we are learning in the course, and there was more guidance on how to respond to classmates. With these changes, students would be more likely to go beyond just posting to get credit and instead have more meaningful discussions and learn from each other.","Overall, I think InScribe is helpful because it lets students share ideas and learn from each other. I just wish the prompts and expectations were a little clearer and connected more directly to what we’re doing in class, with a bit more guidance to keep discussions focused.",10,,I prefer Slack because...,Slack makes it easier to track everyone’s posts and learn from them more efficiently.,,,,
3/2/2026 10:20,3/2/2026 10:30,IP Address,99.35.234.3,100,553,True,3/2/2026 10:30,R_5y4iBdr88K0ImGJ,,,,,32.3904,-93.7117,anonymous,EN,Yes,,,10,Once a week,No,I didn't need help,,,10,9,,"The InScribe learning community could be better if the expectations were clearer, the discussion topics connected more directly to what we are learning in the course, and there was more guidance on how to respond to classmates. With these changes, students would be more likely to go beyond just posting to get credit and instead have more meaningful discussions and learn from each other.","I think InScribe is helpful because it lets students share ideas and learn from each other. I just wish the prompts and expectations were a little clearer and connected more directly to what we’re doing in class, with a bit more guidance to keep discussions focused.",10,,I prefer Slack because...,Slack makes it easier to track everyone’s posts and learn from them more efficiently.,,,,
3/2/2026 12:01,3/2/2026 12:03,IP Address,73.153.113.215,100,156,True,3/2/2026 12:03,R_5KFtcfuXCrRCv9D,,,,,39.8662,-104.9755,anonymous,EN,Yes,,,7,Once a week,No,I didn't need help,,,8,10,,I haven't had enough experience with it to know what could be improved ,No,10,,I prefer Slack because...,Just because I am more familiar with Slack from previous jobs. It's just unfamiliarity with InScribe. ,,,,
3/2/2026 13:31,3/2/2026 13:32,IP Address,162.198.146.44,100,61,True,3/2/2026 13:32,R_7ZIXX2rM9AnLd1i,,,,,32.7255,-96.6233,anonymous,EN,Yes,,,10,Multiple times per day,Yes,,,Yes and it was useful,10,10,,,,10,,I prefer InScribe because...,,More user friendly,,,
3/2/2026 14:28,3/2/2026 14:29,IP Address,71.33.206.193,100,70,True,3/2/2026 14:29,R_3yee4IoDNJHztWk,,,,,39.6562,-104.7866,anonymous,EN,Yes,,,2,Once a week,No,I was uncomfortable posting a question,,,6,6,,,,,,I prefer Slack because...,Thread formats were easier to navigate.,,,,
3/2/2026 16:02,3/2/2026 16:04,IP Address,24.18.11.169,100,142,True,3/2/2026 16:04,R_6im3FcdBebWdhrP,,,,,47.5461,-122.3723,anonymous,EN,Yes,,,3,Once a day,No,I was uncomfortable posting a question,,,3,4,,Transfer over the chat history from Slack. Or keep all Slack conversations available. The history of conversations on Slack is what's the most helpful,Please don't fully replace Slack with Inscribe unless you can transfer the chat history from slack over.,1,,I prefer Slack because...,"It has the history of questions people have asked in the past, which is the most helpful tool I've used.",,,,
3/2/2026 17:57,3/2/2026 17:59,IP Address,172.225.89.9,100,79,True,3/2/2026 17:59,R_6gGeaRWhlbK3Ozs,,,,,37.3388,-121.8916,anonymous,EN,Yes,,,6,Once a week,No,I was uncomfortable posting a question,,,2,4,,,,9,,I prefer Slack because...,It's a more known interface for me.,,,,
3/2/2026 20:03,3/2/2026 20:05,IP Address,68.80.94.12,100,125,True,3/2/2026 20:05,R_3J9OxPVEh4puWsr,,,,,39.9486,-75.2339,anonymous,EN,Yes,,,5,Once a week,Yes,,,Yes and it was useful,8,3,,,,,,I prefer Slack because...,It felt more conversational and casual allowing students to post and interact more freely. Inscribe feels too formally and I've seen a lack of engagement from other students and myself. ,,,,
3/2/2026 21:33,3/2/2026 21:35,IP Address,135.135.179.186,100,84,True,3/2/2026 21:35,R_39hORekZ55LtpWw,,,,,42.9958,-89.5499,anonymous,EN,Yes,,,5,Once a month,No,"I didn't need help,I was uncomfortable posting a question",,,3,4,,,,5,,,,,,,
3/2/2026 23:11,3/2/2026 23:12,IP Address,47.34.6.202,100,62,True,3/2/2026 23:12,R_3NwdPdce44phROm,,,,,43.0371,-89.3932,anonymous,EN,No,"I didn't know it was there,I wasn't sure how to use it",,,,,,,,,,,"Maybe tell me about it in the syllabus, not in the end of class survey. ",Make it stand out more. ,10,,,,,,,
3/3/2026 1:30,3/3/2026 1:32,IP Address,69.5.127.14,100,153,True,3/3/2026 1:32,R_1POfpu4XwoT7iWD,,,,,44.4829,-73.2253,anonymous,EN,Yes,,,7,Once a week,No,Other,My question was already asked and answered,,10,8,,,"To be frank, InScribe is a much worse UX than Slack was. It's clunky and hard to navigate. I think there's a reason most folks have centralized on solutions like Slack or Discord: they're simply better platforms.",6,,I prefer Slack because...,"Better UX: easier to navigate, easier to search, easier to read threads, clearer organization",,,,
3/3/2026 1:54,3/3/2026 1:55,IP Address,184.144.112.189,100,63,True,3/3/2026 1:55,R_1L0hhv6rMseSq4v,,,,,43.7274,-79.2604,anonymous,EN,Yes,,,6,Once a week,No,I didn't need help,,,8,8,,,,8,,,,,,,
3/3/2026 9:19,3/3/2026 9:20,IP Address,140.248.44.194,100,51,True,3/3/2026 9:20,R_6YS86RqpauwyTcL,,,,,27.7691,-82.6759,anonymous,EN,No,I wasn't sure how to use it,,,,,,,,,,,,,6,,I prefer Slack because...,More familiar with slack. ,,,,
3/3/2026 9:29,3/3/2026 9:30,IP Address,107.210.188.17,100,24,True,3/3/2026 9:30,R_3Wx0LuVeTzImjCi,,,,,34.0034,-84.4605,anonymous,EN,Yes,,,9,Once a day,Yes,,,Yes but it was not useful,,,,,,,,,,,,,
3/3/2026 10:24,3/3/2026 10:27,IP Address,71.229.222.13,100,228,True,3/3/2026 10:27,R_6OYM0cVKRlU6676,,,,,40.5377,-105.0546,anonymous,EN,Yes,,,3,Once a month,No,"I was uncomfortable posting a question,Other",I much preferred the Slack channel,,3,1,,,"I was very disappointed to find the Slack channel had been deleted. There was information there that went back years and was very helpful. If no one in my current period had an answer to a question, I could often find the answer from someone who had taken the course previously. There is nowhere near a comparable amount of useful information on InScribe, and I am much less likely to use it than Slack. ",1,,I prefer Slack because...,There was a lot of information on there and it was easy to join the channel for the courses you were taking. The search function was very useful so you could search years of previous messages to find relevant answers to current questions regardless if they were from someone taking the course at the same time as you or not. ,,,,
3/3/2026 11:18,3/3/2026 11:18,IP Address,172.225.18.83,100,37,True,3/3/2026 11:18,R_1EFhZlhXRJzv6JX,,,,,32.7797,-96.8022,anonymous,EN,No,"I didn't need help,I wasn't sure how to use it",,,,,,,,,,,"Not sure, I did not use it very much. ",No feedback. ,7,,I prefer Slack because...,I am used to it so I would rather use it. ,,,,
3/3/2026 11:19,3/3/2026 11:19,IP Address,172.225.18.83,100,2,True,3/3/2026 11:19,R_3tMt9voaKyeP93f,,,,,32.7797,-96.8022,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,
3/3/2026 12:16,3/3/2026 12:17,IP Address,71.202.109.167,100,81,True,3/3/2026 12:17,R_3OO6sy5b9nJNacs,,,,,37.5281,-121.9732,anonymous,EN,Yes,,,10,Once a week,Yes,,,Yes and it was useful,10,10,,,,10,,I prefer InScribe because...,,Mainly because I didnt have to install anything.,,,
3/3/2026 14:16,3/3/2026 14:23,IP Address,64.39.223.180,100,411,True,3/3/2026 14:23,R_6UaadU7Deq7tUy9,,,,,38.6169,-95.2798,anonymous,EN,Yes,,,7,Once a month,Yes,,,Yes and it was useful,8,9,,"I can't tell if I'm just missing something because I honestly don't find InScribe to be very intuitive (but I also don't use social media very much), but I can't tell if there are channels specific to each class. There are categories where the questions for a class can go and I guess that's good enough, but I always liked having a dedicated channel for each class on Slack. I am also just a huge fan of Slack though. And if the exact class codes could be added to these channels, even better. The names are okay, but they are almost never an exact match everywhere, I like to see the exact code match. ",No.,7,,I prefer Slack because...,"I am biased because I have used Slack extensively and for a very long time for work, school, personally, etc. I'm a huge fan of it. It is intuitive and comprehensive, and when used properly it has no rivals.",,,,
3/3/2026 15:54,3/3/2026 15:55,IP Address,69.140.40.150,100,59,True,3/3/2026 15:55,R_6d6WadEzxqtAbcx,,,,,38.9208,-77.036,anonymous,EN,No,"I didn't know it was there,I wasn't sure how to use it",,,,,,,,,,,I haven't used it so I can't say,I haven't used it so I can't say,5,,,,,,,
